first_name,company_name,address,city,county,Phone1,phone,website,email,Tags,Year Founded
AlQand Gallery,AlQand Gallery,Almansur14 Rmadan St,Baghdad,Iraq,9647901444460,,,m_almamoon@yahoo.com,"
  Furniture   ",2015
AlQand Gallery,AlQand Gallery,Almansur14 Rmadan St  Al Adhamiya  Mgharba St  Zayouna Rubaie St,Baghdad,Iraq,9647901197218,9647700660201,,m_almamoon@yahoo.com,"
  Furniture   ",2015
AlQaws Center ,AlQaws Center ,AlAAdhamya  Almagreb St,Baghdad,Iraq,9647707844138,,,,"
  Furniture   ",2015
AlQema,AlQema,Maghreb St Neighboring Iraqi Airways,Baghdad,Iraq,9647901718576,9647700030409,,,"
  Furniture   ",2015
Ahmad Rasul Hama,PETRO MED,100 Meter,Erbil,Iraq,9647710606830,9647504970195,www.petromediserve.com,info@petromed.net,"
  Consultancy    Doctors    Drug Store    Medical Centres    Medical Equipment & Supplies    Oil & Gas    Oil services    Pharmacies    Safety tools   ",2013
ZOZAN FURNITURE CO,ZOZAN FURNITURE CO,60 mtr St Near bridge shorsh,Erbil,Iraq,9647508171177,,www.zozanfurniture.com,,"
  Furniture   ",2015
ZOZAN,ZOZAN,60 mtr St Opp Saylo,Erbil,Iraq,9647504454560,9647504944545,www.zozan-fu.com,zozanoffice@gmail.com,"
  Furniture   ",2015
Dr Abass Tama ,Dr Abass Tama ,Alharthiya  AlKindy St,Baghdad,Iraq,9647709223389,,,,"
  Doctors   ",2015
Dr Abd alhameed majeed Nafawa,Dr Abd alhameed majeed Nafawa,Baryha Azal ComplexOpp Colors Complex  2,Basra,Iraq,9647712665296,,,,"
  Doctors   ",2015
Dr Abd Alwahab Mazher,Dr Abd Alwahab Mazher,Almotanby St,Baghdad,Iraq,1-4167584,4151235,,,"
  Doctors   ",2015
Dr Abdulamir i Molham Albotty,Dr Abdulamir i Molham Albotty,Zakho  doctors Str,Duhok,Iraq,9647504738292,,,a.albotty@yahoo.com,"
  Doctors   ",2015
Dr Abdulaziz Ibrhim Gardi,Dr Abdulaziz Ibrhim Gardi,Zakho Shoresh,Duhok,Iraq,9647504552997,,,abdulazizgergary@yahoo.com,"
  Doctors   ",2015
Dr Abdulqadir Khalaf  Isa,Dr Abdulqadir Khalaf  Isa,SoranNawroz Quarter,Erbil,Iraq,9647504564267,,,dr.abdulqader@yahoo.com,"
  Doctors   ",2015
Dr Abubakir O Mohammad,Dr Abubakir O Mohammad,End Of Goran St,Sulaymaniyah,Iraq,53-3126192,abuba944@yahoo.com,,abuba944@yahoo.com,"
  Doctors   ",2015
Dr Adhem Amin Abdulrahman,Dr Adhem Amin Abdulrahman,Goran St,Sulaymaniyah,Iraq,,hawber123@yahoo.com,,hawber123@yahoo.com,"
  Doctors   ",2015
Dr Abubakir O Mohammad,Dr Abubakir O Mohammad,End Of Goran St,Sulaymaniyah,Iraq,53-3126192,abuba944@yahoo.com,,abuba944@yahoo.com,"
  Doctors   ",2015
Dr Adhem Amin Abdulrahman,Dr Adhem Amin Abdulrahman,Goran St,Sulaymaniyah,Iraq,,hawber123@yahoo.com,,hawber123@yahoo.com,"
  Doctors   ",2015
Dr Adil Abdullah Ismail,Dr Adil Abdullah Ismail,Aurzdi St,Sulaymaniyah,Iraq,9647705454516,,,,"
  Doctors   ",2015
Dr Adnan Abood Kareem,Dr Adnan Abood Kareem,Alharthiya  AlKindy St,Baghdad,Iraq,9647709387863,9647812239214,,abk1970@hotmail.com,"
  Doctors   ",2015
Dr Adnan M H Hamawandi,Dr Adnan M H Hamawandi,Goran St,Sulaymaniyah,Iraq,9647702591646,9647480101410,,adnan_alhamawandi@yahoo.co.uk,"
  Doctors   ",2015
Dr Adnan Obaid Hammadi,Dr Adnan Obaid Hammadi,End Of Goran St,Sulaymaniyah,Iraq,9647702489589,,,Adnan_Obaid@yahoo.com,"
  Doctors   ",2015
7705828548,Raad Hani, ,Baghdad,Iraq,7901470060,,http://www.raad-hani.com/,raad.hani@gmail.com,"
  Advertising    Consultancy    Contracting    Engineering offices    Investment   ",2014
adriano,ALSALASEL ALFUDHEA GROUP COMPANY, Al Junaina,Basra,Iraq,+964 (0) 780  1000  891,+964 (0) 771  6434  729,http://alsalaselalfudhea.com/,info@alsalaselalfudhea.com,"
  Commercial Agencies    Construction  Materials    Contracting    Doors    Housing  Complexes    Oil & Gas    Oil Equipment     Oil services    Pipeline    Protection and security    Pumps    X-Ray and Sonar   ",2003
Dr Hamed Ahmed Jaff,Dr Hamed Ahmed Jaff,Ibrahim Pasha St,Sulaymaniyah,Iraq,9647701511278,,,hamidzardoeey@yahoo.com,"
  Doctors   ",2015
Dr Han Nihad Muhammed Fadhel,Dr Han Nihad Muhammed Fadhel,Goran St,Sulaymaniyah,Iraq,9647701450109,,,Han aube@hotmail.com,"
  Doctors   ",2015
Dr Hardawan Ahmed Hassan,Dr Hardawan Ahmed Hassan,Aurzdi St,Sulaymaniyah,Iraq,9647710111808,,,hardawan 73@yahoo.com,"
  Doctors   ",2015
Dr Hassan Emad Faris,Dr Hassan Emad Faris,Alharthiya  AlKindy St,Baghdad,Iraq,9647901813788,9647812428784,,,"
  Doctors   ",2015
Dr Hassan Jabir Alwan,Dr Hassan Jabir Alwan,Abi AlKhaseb Bes Saed AlSafi Mosque,Basra,Iraq,9647801140595,,,,"
  Doctors   ",2015
Dr Hassan M AlJaumaily,Dr Hassan M AlJaumaily,Goran St,Sulaymaniyah,Iraq,9647703043899,,,h.aljumaily@yahoo.com,"
  Doctors   ",2015
Dr Hawar Adnan Mykhan,Dr Hawar Adnan Mykhan,Ibrahim Pasha St,Sulaymaniyah,Iraq,9647480103434,,,drhawar@gmail.com,"
  Doctors   ",2015
Dr Hawzhen Masoud MSaeed,Dr Hawzhen Masoud MSaeed,Aurzdi St,Sulaymaniyah,Iraq,9647701526226,,,Hawzhen masoud@yahoo.com,"
  Doctors   ",2015
Airport Taxi,Airport Taxi,Erbil International airport,Erbil,Iraq,9647502170000,9647502180000,www.hellotaxi.org / www.eiataxi.com,info@hellotaxi.org,"
  Companies Group   ",2015
ALMortaqa Foundation For Human Development,ALMortaqa Foundation For Human Development,iraq,Erbil,Iraq,9647711354716,,www.almortaqa.org,aliagr2002@yahoo.com,"
  Companies Group   ",2015
Amazon Bookshop,Amazon Bookshop,Kirkuk Road  near Tablo Mall,Erbil,Iraq,9647504745980,9647504635836,www.amazonerbil.com,info@amazonerbil.com,"
  Companies Group   ",2015
Anadolu Kuzine,Anadolu Kuzine,Eskan Ronkay Caddies,Erbil,Iraq,9647504233877,9647509173686,www.anadolukzine.com.tr,info@anadolukuzine.com.tr,"
  Companies Group   ",2015
Basood Co,Basood Co,iraq,Erbil,Iraq,9647504451660,9647504471301,,akarcb@yahoo.com,"
  Companies Group   ",2015
Black sea Steelco For Metal products,Black sea Steelco For Metal products,iraq,Erbil,Iraq,9647714969399,,,info@blackseasteel.com,"
  Companies Group   ",2015
Boombeenecom for EMarketing,Boombeenecom for EMarketing,32 vital Village,Erbil,Iraq,9647504404087,,www.boombeene.com,info@boombeene.com,"
  Companies Group   ",2015
Dar AL Tavazo,Dar AL Tavazo,60 mtr St Opp Saelo,Erbil,Iraq,9647501488027,9647701510717,,,"
  Companies Group   ",2015
Egooo Powered by Amazon,Egooo Powered by Amazon,Italian Village  Home N334,Erbil,Iraq,66-3509134,,www.Egooo-E.com,,"
  Companies Group   ",2015
Fawaz Abu Yusuf,Fawaz Abu Yusuf,Ankawa  Almosatahat St,Erbil,Iraq,9647507341325,,,f.tayib@yahoo.com,"
  Companies Group   ",2015
Fun Time Refreshment,Fun Time Refreshment,Ankawa  AlMosatahat  St Opp Balmera Hotel,Erbil,Iraq,9647505221002,,www.happylandiraq.com,info@happylandiraq.com,"
  Companies Group   ",2015
Happy Land for investment,Happy Land for investment,Ganjan City Project  New Bahrka Road,Erbil,Iraq,9647506458888,,,,"
  Companies Group   ",2015
Marhaba Hall,Marhaba Hall,iraq,Erbil,Iraq,9647503115566,9647707717712,,,"
  Companies Group   ",2015
Music World,Music World,baghdad ,Erbil,Iraq,9647705001721,9647901326863,www.musicworld-iq.com,saadziya@yahoo.com,"
  Companies Group   ",2015
NPC Co for Pest Control Services,NPC Co for Pest Control Services,Gullan St,Erbil,Iraq,9647504541916,9647501291916,,mohammednpc@gmail.com,"
  Companies Group   ",2015
Safety Experts,Safety Experts,iraq,Erbil,Iraq,9647706700999,,www.safety-experts.net,info@safety-experts.net,"
  Companies Group   ",2015
SGS Co,SGS Co,Gulan St  Dream city Development No1201,Erbil,Iraq,9647512329325,,www.sgs.com,info@sga.com,"
  Companies Group   ",2015
Ster Group,Ster Group,Gulan St  Ster Tower  1st Floor,Erbil,Iraq,9647504668240,66-2569200,www.stergroup.com,info@stergroup.com,"
  Companies Group   ",2015
Usta Ahmed,Usta Ahmed,iraq,Erbil,Iraq,9647504763127,66-2228190,,ahmad_Kys@yahoo.com,"
  Companies Group   ",2015
Vet Zone Veterinary Clinic,Vet Zone Veterinary Clinic,Ankawa  near Ankawa Petrol Station,Erbil,Iraq,9647504478549,66-2621020,,vetzone@outlook.com,"
  Companies Group   ",2015
ACE Hardware,ACE Hardware,Mosel St 44001,Erbil,Iraq,9647502070484,9647502070481,www.aceiraq.com,info@aceiraq.com,"
  Companies Group   ",2015
Maximall,Maximall,Kerkuk Branch,Kirkuk,Iraq,9647506541578,,,mhmet.yldrm.6565@gmail.com,"
  Companies Group   ",2015
Maximall,Maximall,Shorsh Branch,Erbil,Iraq,9647504567333,9647507407402,,,"
  Companies Group   ",2015
Ana Rose,Ana Rose,Two Sides St  Ana Rose Hotel,Erbil,Iraq,9647510101047,,,,"
  Massage centres   ",2015
Aroma Spa,Aroma Spa,Gullan Road Hospital Hotel,Erbil,Iraq,9647508889998,,www.aromaspaerbil.com,info@aromaspaerbil.com,"
  Massage centres   ",2015
Best In HotelSpa,Best In HotelSpa,Ankawa St,Erbil,Iraq,662101775,662101776,,,"
  Massage centres   ",2015
Chinese Massage Center,Chinese Massage Center,100m StOpp Alshefa HospShorash St Opp Mega Mall,Erbil,Iraq,9647503148437,9647505692808,,,"
  Massage centres   ",2015
Divan Hotel Sushi Spa,Divan Hotel Sushi Spa,Gullan St,Erbil,Iraq,9647504049330,,,,"
  Massage centres   ",2015
Golden Oasis,Golden Oasis,100 mtr St Opp Royal City,Erbil,Iraq,9647503475555,,,,"
  Massage centres   ",2015
Grand Swiss HotelSpa,Grand Swiss HotelSpa,Shaqlawa St,Erbil,Iraq,9647504400045,,,,"
  Massage centres   ",2015
Jenan Center,Jenan Center,English Village Villa 188,Erbil,Iraq,9647500443549,9647513840663,,jenancenter2014@yahoo.com,"
  Massage centres   ",2015
Lbc Spa,Lbc Spa,Shorsh StOpp Maxi Mall,Erbil,Iraq,9647503800084,,,,"
  Massage centres   ",2015
Lebanon Spa,Lebanon Spa,Ankawa St,Erbil,Iraq,9647507776166,,,,"
  Massage centres   ",2015
Natural Treatment Center 300,Natural Treatment Center 300,Gullan Road 40 mtr Facing Naz City Gullan Bld 2nd Floor,Erbil,Iraq,9647507777336,9647707777336,,,"
  Massage centres   ",2015
Noble Hotel Spa,Noble Hotel Spa,Ankawa,Erbil,Iraq,9647504312244,,www.noble-hotel.com,,"
  Massage centres   ",2015
Rotana HotelSpa,Rotana HotelSpa,Gullan StNear English village,Erbil,Iraq,9647503444258,662105561,,,"
  Massage centres   ",2015
Spa 300,Spa 300,Gullan Road  Opp Naz City,Erbil,Iraq,9647707777336,9647507777336,,,"
  Massage centres   ",2015
7704310098,SatgatIraq for Communication and Network Solutions, ,Baghdad,Iraq,,info@satgate-iraq.com,www.satgagte-iraq.com,info@satgate-iraq.com,"
  Communications    Consultancy    Internet    IT   ",2004
Ali Sami,SatgateIraq for Communication  Network Solutions , ,Baghdad,Iraq,7704310098,7809124557,,info@satgate-iraq.com,"
  Communications    Internet    IT   ",2004
Nadine Maillet,Binastore,60m Road,Sulaymaniyah,Iraq,533197070,,https://binastore.com,info@binastore.com,"
  Bathrooms Material    Cement    Ceramics    Construction  Materials   ",2015
Nadine Maillet,Binastore,60m Road,Sulaymaniyah,Iraq,533197070,,https://binastore.com,info@binastore.com,"
  Construction  Materials   ",2015
Lukasz Folwarski,Roofeo Ltd,1 Olympic Way,Afak,Iraq,0208 8650 400,,www.roofeo.co.uk,sales@roofeo.co.uk,"
  Aluminium & Glass    Commercial Agencies    Construction  Materials    Import and Export   ",2013
Eng Hashim,Wenk GPS for personal and vehicles tracking,Alsadoun st,Baghdad,Iraq,9647704944844,9647721071810,www.is.iq,hashim@wenkgps.com,"
  Cameras Surveillance & Alarms    Cars    Electric Appliances    Electric Materials    Electricity    Electronics    Engineering devices    Fire System    Internet    IT    Navigation Systems   ",2013
RAED HADDAD,RAED AL HADDAD ,AL RASHEED DIST  MURABAA  104  ST NO 36,Baghdad,Iraq,9647901304194,9648169678,https://www.google.it/maps/place/RAED+AL+HADDAD,alhaddad.imp@gmail.com,"
  Construction  Materials    Hand Tools   ",1997
RAED HADDAD,RAED AL HADDAD,AL RASHEED DIST  M 104  ST NO 36  MURABAA,Baghdad,Iraq,9647901304194,9647704387182,,alhaddad.imp@gmail.com,"
  Construction  Materials    Hand Tools   ",1997
7728505735,POINT OF TARGET CO, ,Baghdad,Iraq,,,www.pointoftarget.com,,"
  Advertising    Holding Exhibitions    Lighting   ",2015
IBRAHIM M FARAJ,GLOBALGROUP CO,AKED ALNASRA232409,Baghdad,Iraq,9647702590572,964018821536,,ibrahim.farj@gmail.com,"
  Bathrooms Material    Ceramics    Chemicals    Construction  Materials    Electric Appliances    Electricity    Electronics    General Trading & Contracting    Hand Tools    Heaters    Heavy equipments    Import and Export    Insulating Materials    Iron    Lighting    Plastic    Safety tools    Spare parts   ",2008
Qutaiba SH Ibrahim,Ariejdijllagmail Dijlla CO Ltd, ,Baghdad,Iraq,+964 7700 889 915,,,ariejdijlla@gmail.com,"
  Oil & Gas   ",2010
Tareq AlShayei,lubricants ,AlRasheed ,Baghdad,Iraq,9647506890376,905374416481,http://www.al-shayei.com,info@al-shayei.com,"
  General Trading    Hand Tools    Import and Export    Lubricants   ",1989
Tareq AlShayei,General Trading,AlRasheed ,Baghdad,Iraq,9647506890376,90537116481,http://www.al-shayei.com,info@al-shayei.com,"
  General Trading    Hand Tools    Import and Export    Lubricants   ",1989
tareq,general trade,AlRasheed Street,Baghdad,Iraq,9647506890376,,http://www.al-shayei.com,tareq@al-shayei.com,"
  General Trading   ",1989
Qutaiba  SH Ibrahim,Ariej Dijlla CO Ltd,Salman Faiq,Baghdad,Iraq,7700889915,,,ariejdijlla@gmail.com,"
  Oil services   ",2010
Jeawin Su,Center Kids Backpack Bag Co Ltd,Chengxing Building Chengdong Industrial Estate Fengze Zone Quanzhou China,Samarra,Iraq,86-592-5207395,86-592-5207396,http://www.china-backpack-bag.com/,sales@china-backpack-bag.com,"
  Advertising   ",1980
Best Shopping,Best Shopping,Salm Street,Sulaymaniyah,Iraq,7717000850,,www.best--shopping.com,info@best--shopping.com,"
  Art Production & Distribution    Bathrooms Material    Cables    Cameras    Ceramics    Commercial Agencies    Computers    Cosmetics    Crystal    Curtains    Decor    Dental Supplies    Drug Store    Electric Appliances    Electric Materials    Electricity    Electronics    Engineering devices    Fashion    Fashion bride    Flowers    Furniture    General Trading    General Trading & Contracting    Hand Tools    Heaters    Import and Export    Internet    IT    Jewellery    Kitchen  Furniture     Lighting    Mobiles    Navigation Systems    Paint    Printing    Services    Sewing Machines    Spare parts    Stationery    Toys & Gifts    Transport & Shipment    Various    Watches    Welding Devices   ",2014
Tareq AlShayei,TareqAlShayei Co  Partner  General Trade,AlRasheed,Baghdad,Iraq,9647507395811,9647506890376,http://www.al-shayei.com,tareq@al-shayei.com,"
  General Trading    Lubricants   ",1989
Tareq AlShayei,Tareq Alshayei Co  Partner   General Trade ,AlRasheed Street,Baghdad,Iraq,9647506890376,947507395811,www.al-shayei.com,tareq@al-shayei.com,"
  General Trading    Lubricants   ",1989
Jeawin,Center Bags  Backpacks Company,Area B 10F Hongdoushan Building A No93 Anling 2nd Road,Erbil,Iraq,86-592-5207395,86-592-5207396,http://www.bags-center.cn/,bags@jeawin.com,"
  Import and Export   ",2005
Jeawin Su,Center Backpack Bag Co Ltd,No93 Anling 2nd Road,Erbil,Iraq,86-592-5207395,86-5925-207396,http://www.backpack-bag-china.com/,sales@china-backpack-bag.com,"
  Children   ",2011
valvoline iraq,valvoline iraq,salim St,Sulaymaniyah,Iraq,7710104230,7705449875,http://www.valvolineiraq.com/,eng.jasim@gmail.com,"
  Lubricants   ",2015
Narina Alkhalil,NARINA digital marketing,Ankawa,Erbil,Iraq,7509629800,,https://www.facebook.com/NARINA.digitalmarketing/,narinaalkhalil@outlook.com,"
  Advertising   ",2015
Narina Alkhalil,NARINA digital marketing,Ankawa 108,Erbil,Iraq,9647509629800,,https://www.facebook.com/NARINA.digitalmarketing/,narinaalkhalil@outlook.com,"
  Advertising   ",2007
Narina Alkhalil,NARINA digital marketing,Ankawa 108,Erbil,Iraq,9647509629800,,,narinaalkhalil@outlook.com,"
  Advertising   ",2007
Dirgam AlBolany,HASSANEIN FOOD PRODUCTS CO LTD ,AlMuthanna Airport Rd ,Baghdad,Iraq,9647901405739,,www.hassanein-food.com      www.facebook.com/hassanein.food,info@hassanein-food.com,"
  Agriculture & Food    ",2013
7718567783,AlMubdaa Scientific Company,,Baghdad,Iraq,7718567783,,almubdaa.com,almubdaa.com@gmail.com,"
  Laboratories    Medical Equipment & Supplies    X-Ray and Sonar   ",2012
AlAmeer Private Hospital,AlAmeer Private Hospital,Hay Almuthna,Najaf,Iraq,9647816791179,33-371489,,al_amir.hospital@yahoo.com,"
  Hospitals   ",2015
AlJamiaa Private Hospital ,AlJamiaa Private Hospital ,Hay Aljameaa,Baghdad,Iraq,9647814487682,,,,"
  Hospitals   ",2015
Alkakh Hospital,Alkakh Hospital,iraq,Baghdad,Iraq,,alkarch@doctor.com,,alkarch@doctor.com,"
  Hospitals   ",2015
AlMoosawi Private Hospital,AlMoosawi Private Hospital,AlJazaaer St,Basra,Iraq,9647400053850,9647704939583,www.almoosawi-hospital.com,mhosp05@yahoo.com,"
  Hospitals   ",2015
Alraphael Hospital,Alraphael Hospital,Karada Dakheel,Baghdad,Iraq,9647906434752,1-71960814,,,"
  Hospitals   ",2015
AlZuhur Privet Hospital ,AlZuhur Privet Hospital ,Alharthiya,Baghdad,Iraq,9647708897933,9647902361593,,zuhur.ph@gmail.com,"
  Hospitals   ",2015
American Eye  Retina Center,American Eye  Retina Center,Sheikh Jolie Sq  near Shander Park  Bes Sharhang Photo,Erbil,Iraq,9647500177678,9647727771779,, info@aerc-erbi.com,"
  Hospitals   ",2015
Anatolia,Anatolia,40M StOpp Kok Market,Erbil,Iraq,66-2274125,66-2274126,,anatoliaerbil@gmail.com,"
  Hospitals   ",2015
Ashtar Clinic,Ashtar Clinic,AlJazaaer ALAabasiea  Bes Shams Group Fashion,Basra,Iraq,9647705777706,,,,"
  Hospitals   ",2015
Aunder,Aunder,iraq,Erbil,Iraq,9647508403700,,,onderhbahjat@hotmail.com,"
  Hospitals   ",2015
Beryar,Beryar,iraq,Sulaymaniyah,Iraq,,bryarbarawi@hotmail.com,,bryarbarawi@hotmail.com,"
  Hospitals   ",2015
British Dental Implant  Medical Esthetic Center,British Dental Implant  Medical Esthetic Center,100m St Beside Passports,Erbil,Iraq,9647501461100,66-2649100,,bdime.center@gmail.com,"
  Hospitals   ",2015
Chara Poly Clinic,Chara Poly Clinic,Brayta40m St Near Kok Market,Erbil,Iraq,66-2643295,,,,"
  Hospitals   ",2015
Daik Hospital,Daik Hospital,Setqan,Erbil,Iraq,9647503626483,9647501313282,,,"
  Hospitals   ",2015
Duhok Private Hospital,Duhok Private Hospital,Khabat Quarter,Duhok,Iraq,9647503022740,62-7623837,,,"
  Hospitals   ",2015
9647508248278,EAST HOME HOTEL,2,Erbil,Iraq,9647508248278,9647708248278,www.easthomehotel.com,east.home@yahoo.com,"
  Tourism   ",2013
9647730900500,almuttahida  gypsum,,Baghdad,Iraq,9647730900500,9647803900500,www.gypiq.com,gypsiq@yahoo.com,"
  Cement    Concrete    Contracting    Decor    Factories    Housing  Complexes    Insulating Materials    Investment    Paint   ",2013
GULMELEK TRAVEL AND TOURISM,GULMELEK TRAVEL AND TOURISM,BAXTEYARE 2 SIDE WAZERAN,Erbil,Iraq,7508211313,7508251313,,info@gulmelek.com,"
  Tourism   ",2011
7505809213,ATRAF ALIRAQ,,Erbil,Iraq,,atrafaliraq@gmail.com,,atrafaliraq@gmail.com,"
  Companies Group    IT   ",2015
Havall berzenji,Processing companies,Ainkawa,Erbil,Iraq,9647504662151,9647511714405,www.dashticompany.com,procurement@dashticompany.com,"
  Advertising    Agriculture & Food     Air condition    Aluminium & Glass    Bathrooms Material    Cables    Cameras    Cameras Surveillance & Alarms    Cement    Ceramics    Chemicals    Cleaners    Cleaners & Services    Cleaning services    Commercial Agencies    Communications    Companies Group    Computers    Concrete    Construction  Materials    Consultancy    Contracting    Cosmetics    Decor    Dental Supplies    Doors    Drug Store    Electric Appliances    Electric Materials    Electricity    Electronics    Elevators & Escalators    Engineering offices    Factories    Fire System    Furniture    General Trading    Generators    Hand Tools    Heaters    Heavy equipments    Holding Exhibitions    Hospitals    Housing  Complexes    Import and Export    Insulating Materials    Investment    Iron    IT    Kindergarten and nursery    Kitchen  Furniture     Laboratories    Laundry    Lighting    Logistic Services    Lubricants    Marine Services    Medical Centres    Medical Equipment & Supplies    Mineral Water    Ministries    Mobiles    Office Furnitur    Oil & Gas    Oil Equipment     Oil services    Optical    Paint    Pharmacies    Pipeline    Plastic    Portable Houses    Printing    Protection and security    Pumps    Real Estate    Rugs and Carpeting    Safes & Vaults    Safety tools    Satellite Channels    Services    Sewing Machines    Spare parts    Stationery    Storage    Tires & Batteries    Tissue    Toys & Gifts    Transport & Shipment    Wallpaper    Welding Devices    Wood    X-Ray and Sonar   ",2007
7704222283,International Union Of Businessmen in Iraq, ,Baghdad,Iraq,7704222283,iubunion@Gmail.com,www.ibu-iraq.org,iubunion@Gmail.com,"
  Chambers of Commerce   ",2001
Samder S Aboona,Samer aboona,Nahrawan,Baghdad,Iraq,7901358447,,Www.sahelplast.com,Sahelplast@gmail.com,"
  Chemicals    Construction  Materials    Contracting    General Trading    Import and Export    Mineral Water    Pipeline    Plastic   ",1999
Samer G Aboona,Samer Aboona,Nahrawan,Baghdad,Iraq,0096479013586447,,Www.sahelplast.com,Sahelplast.com,"
  Chemicals    Construction  Materials    Contracting    General Trading    General Trading & Contracting    Import and Export    Pipeline    Plastic   ",1999
AlBader shipping,AlBader shipping,Aljazaeropp Ashur bank,Basra,Iraq,9637704938565,9647809116249,www.absc-iraq.com,absciraq@absc-iraq.com,"
  Navigation Systems   ",2015
MrPierre,Al Sabah Group for Contracting and Engineering,AL Aarasat,Baghdad,Iraq,9647735928000,,www.alsabahgr.com,info@alsabahgr.com,"
  Banks    Cameras    Cameras Surveillance & Alarms    Companies Group    Contracting    Electric Appliances    Electricity    Electronics    Engineering offices    Factories   ",2015
Mr pierre,Al Sabah Group for Contracting and Engineering ,Al arassat ,Baghdad,Iraq,964773928000,,www.alsabahgr.com,info@alsabahgr.com,"
  Cameras Surveillance & Alarms    Contracting    Electric Appliances    Electricity    Electronics    Engineering devices    Engineering offices    Factories   ",2015
Ali Bahrevari,Royal Plastic Azar,Abresan Fourway Intersection Imam Av,Erbil,Iraq,984133373020,984133373019,http://www.royal-plus.com,royal.marketing@aol.com,"
  Chemicals    Companies Group    Construction  Materials    Doors   ",2007
964 750 163 5555,Patris ,St 5 near to Khasrawkhal Bridge,Sulaymaniyah,Iraq,7716857373,533197777,www.patrisco.com,info@patrisco.com,"
  Computers   ",2008
Raed Natheer,BankFinancial Services, ,Erbil,Iraq,9647508340534,9647713635474,,raednatheer@yahoo.com,"
  Banks   ",0
1254214,mhm, ,Fallujah,Iraq,1254214,12542,,abd@gmil.com,"
  Candy   ",2000
7705525366,alsadeem for computer programming  , ,Basra,Iraq,,,,,"
  Computers    Internet   ",2013
aram xalil,patris company for HR enterprise solution ,No5,Sulaymaniyah,Iraq,7501635555,7507991811,www.patrisco.com,info@patrisco.com,"
  Computers   ",2008
989122544913,kaveh  co , ,Baghdad,Iraq,989122544913,989122544913,kaveh co.,parvar1966@yahoo.com,"
  Advertising    Cables    Chambers of Commerce    Commercial Agencies    Electric Materials    General Trading    General Trading & Contracting    Insulating Materials    State Owned Ent. (SOE)   ",2001
mehdy rezaie,manufacurer and supplier solvents Gasoline Gas oil hdpeldpe,beheshti street ,Baghdad,Iraq,9832235429,989184928288,,hallalpouyanarak@yahoo.com,"
  Chemicals    Import and Export    Oil & Gas    Paint    Plastic   ",1996
lenarivera,Joint Replacement Surgery Hospital India,Karada Kharidge Baghdad Iraq,Baghdad,Iraq,+91-98604-32255,+91-98604-32255,http://www.jointreplacementsurgeryhospitalindia.com/,enquiry@jointreplacementsurgeryhospitalindia.com,"
  Hospitals   ",2006
lenarivera,Joint Replacement Surgery Hospital India,Karada Kharidge Baghdad Iraq,Baghdad,Iraq,+91-98604-32255,+91-98604-32255,http://www.jointreplacementsurgeryhospitalindia.com/,+91-98604-32255,"
  Hospitals   ",2006
0751010218007707118000,ZANA GROUP,60        7,Erbil,Iraq,7510102180,7707118000,www.zanagroup.net,info@zanagroup.net,"
  Internet   ",2006
Ali Ahmed,Horizon ISP,Almsnsour ,Baghdad,Iraq,7827835192,,,Ali.a@horizonisp.com,"
  Internet   ",2009
9647712077277,Starshorizonllc,,Baghdad,Iraq,9647712077277,12407013622,http://www.starshorizonllc.com,procurement@starshorizonllc.com,"
  Companies Group    Consultancy    General Trading    Transport & Shipment    Various   ",2015
Waleed Sami,Mea Iraq, ,Baghdad,Iraq,00 964 7722292441,,http://meairaq.com/,meairaq.com@gmail.com,"
  Fashion    Jewellery    Watches   ",0
Waleed Sami,MeaIraq, ,Baghdad,Iraq,00 964 7722292441,,http://meairaq.com/,meairaq.com@gmail.com,"
  Fashion    Jewellery    Watches   ",0
7504886895,Ram For Computer,sultan Mzafer,Erbil,Iraq,7504886896,,ramcenter@yahoo.com,ramcenter@yahoo.com,"
  Computers   ",1995
9647503152260,sofi company,,Erbil,Iraq,647503152260,9647704480172,,groupsofi@yahoo.com,"
  Factories    General Trading    Hand Tools    Iron   ",1995
Ali Slim,HawlerTaxi,Italian Village Erbil Kurdistan Iraq,Erbil,Iraq,9647500588485,,www.hawlertaxi.com,hawlertaxi@fairtrade-iq.com,"
  Car Rental    Cars    Logistic Services    Services    Tourism    Transport & Shipment   ",2015
Hamid,Ertel,60m,Erbil,Iraq,7508881753,,www.tucom.com.tr,shahbazih@turcom.com.tr,"
  Communications    Computers    Fire System    Internet    IT   ",2012
Rozhan,Media TravelTourism,Shekhan,Duhok,Iraq,9647504209262,9647504057087,,mediaflight@yahoo.com,"
  Tourism   ",2014
Rozhan,Media Travel  Tourism,Shekhan,Duhok,Iraq,9647504209262,9647504057087,,mediaflight@yahoo.com,"
  Tourism   ",2014
Hamlet Roy,THCC IndiaInternational Healthcare,1st cross Register Office in In India,Baghdad,Iraq,918197390735,,http://thcc.co.in,info@thcc.co.in,"
  Consultancy    Hospitals    Hotels   ",2015
Ankit Sharma,Dheeraj Bojwani Consultants Pvt Ltd,Falastin St,Baghdad,Iraq,919860755000,+ 1-415-599-2537,http://www.dheerajbojwani.com/,webmaster@dheerajbojwani.com,"
  Hospitals   ",2006
