Company Name,Category,Landmark,Building,Street,City,Country,Mobile,Mobile,Email,,,,,,,,,,,Company Name,Founded,Mobile,Phone,Website,Email,Views
Dhyouf Alrahman,"
 | General Trading & Contracting |  ",,,Hay Alsaad,Najaf,Iraq,+9647801146500,,,,,,,,,,,,,Dhyouf Alrahman,2015,+9647801146500,,,,65,,,
Dicle  Co,"
 | General Trading & Contracting |  ",,Dicle  Co,iraq,Baghdadi,Iraq,+9647504455689,,mhbd1946@hotmail.com,,,,,,,,,,,Dicle  Co,2015,+9647504455689,,,mhbd1946@hotmail.com,70,,,
Dijlah Light Road ,"
 | General Trading & Contracting |  ",,,AlArassat,Baghdad,Iraq,+9647906699222,+9647906699333,+9647806159155,,adwa.deglah@yahoo.com,adwa.deglah@dijlalights.com,,,,,,,,Dijlah Light Road,2015,+9647906699222,,www.dijlalights.com ,adwa.deglah@yahoo.com,79,,,
Dar ElGhad Co,"
 | General Trading & Contracting |  ",,,Karada Kharej,Baghdad,Iraq,+9647901946634,,dar.alghad_construct@yahoo.com,,,,,,,,,,,Dar ElGhad Co,2015,+9647901946634,,www.bahranigroup.com,dar.alghad_construct@yahoo.com,79,,,
AlAsasy,"
 | Office Furnitur |  ",,,iraq,Baghdad,Iraq,+9647901732286,+9647702892435,,alasasi_canon@yahoo.com,,,,,,,,,,AlAsasy,2015,+9647901732286,,,alasasi_canon@yahoo.com,146,,,
Diwan Group Co,"
 | Office Furnitur |  ",,,Shorsh St  Dayk Four Ways,Erbil,Iraq,+9647503857001,+9647501407005,66-2247005,diwan_hawler@yahoo.com,info@diwanhome.co,,,,,,,,,Diwan Group Co,2015,+9647503857001,66-2247005,www.diwanhome.com,diwan_hawler@yahoo.com,454,,,
Ekhlas,"
 | Office Furnitur |  ",,,60 mtr St Opp White Mosque,Erbil,Iraq,+9647504472363,+9647504903399,,info@ekhlasgroup.co,,,,,,,,,,Ekhlas,2015,+9647504472363,,www.ekhlasgroup.com,info@ekhlasgroup.co,221,,,
Halley Co,"
 | Office Furnitur |  ",,,Almutanabi St,Baghdad,Iraq,+9647901361265,1-4140893,1-4153831,halleyline@yahoo.com,,,,,,,,,,Halley Co,2015,+9647901361265,1-4140893,,halleyline@yahoo.com,159,,,
Kahramana Center ,"
 | Office Furnitur |  ",,,iraq,Baghdad,Iraq,+9647703474680,+9647901656940,+9647901458369,1-7192680,sharp20010@yahoo.com,,,,,,,,,Kahramana Center ,2015,+9647703474680,1-7192680,,sharp20010@yahoo.com,107,,,
Dilan Group,"
 | General Trading & Contracting |  ",,,Duhok KRO St,Baghdad,Iraq,+9647504455773,+9647503371515,,dilangroup@yahoo.com ,dgevdani@yahoo.com,,,,,,,,,Dilan Group,2015,+9647504455773,,,dilangroup@yahoo.com ,79,,,
Masachi,"
 | Office Furnitur |  ",,,60 mtr St Opp City Center Newcity,Erbil,Iraq,+9647504451971,+9647507477777,,info@Samiraq.com,sam.masachi@gmail.com,,,,,,,,,Masachi,2015,+9647504451971,,,info@Samiraq.com,125,,,
Moroco center,"
 | Office Furnitur |  ",,,iraq,Baghdad,Iraq,+9647901911745,+9647710581052,,movobaghdad@yahoo.com,,,,,,,,,,Moroco center,2015,+9647901911745,,,movobaghdad@yahoo.com,122,,,
Elite Logistics ,"
 | General Trading & Contracting |  ",,,iraq,Erbil,Iraq,+9647704464154,+9647504464154,,sarkawt_77@yahoo.com,,,,,,,,,,Elite Logistics ,2015,+9647704464154,,,sarkawt_77@yahoo.com,95,,,
Razan Fair Office  Home Furniture,"
 | Office Furnitur |  ",,,AlAadhamia,Baghdad,Iraq,+9647708835079,+9647806325965,1-4254470,,,,,,,,,,,Razan Fair Office  Home Furniture,2015,+9647708835079,1-4254470,,,111,,,
Technical Center ,"
 | Office Furnitur |  ",,,Kahramana Sq,Baghdad,Iraq,+9647901739728,+9647701934984,,,,,,,,,,,,Technical Center ,2015,+9647901739728,,,,88,,,
Today center,"
 | Office Furnitur |  ",,,iraq,Baghdad,Iraq,+9647901756468,+9647705809221,1-7194898,nahithcanon@yahoo.com,,,,,,,,,,Today center,2015,+9647901756468,1-7194898,,nahithcanon@yahoo.com,64,,,
Vana,"
 | Office Furnitur |  ",,,60 mtr St,Erbil,Iraq,+9647502991934,66-2504250,info@Vanafurniture.com,,,,,,,,,,,Vana,2015,+9647502991934,66-2504250,www.vanafurniture.com,info@Vanafurniture.com,73,,,
Zozan4,"
 | Office Furnitur |  ",,,60 mtr St  Opp Saylo,Erbil,Iraq,+9647501286000,+9647501287000,,zozanoffice@gmail.com,,,,,,,,,,Zozan4,2015,+9647501286000,,www.zozan-fu.com,zozanoffice@gmail.com,98,,,
Engla Co,"
 | General Trading & Contracting |  ",,, 60 m StOpp Byblos Bank,Erbil,Iraq,+9647504772277,+9647504457428,+9647504457428,+9647504459819	,,englaco@yahoo.com,,,,,,,,Engla Co,2015,+9647504772277,,,englaco@yahoo.com,82,,,
Zyad AlQasab Company,"
 | Office Furnitur |  ",,,Aras St,Erbil,Iraq,+9647504451488,+9647504459535,+9647504532409,66-2231853,Alqasab2001@yahoo.com,,,,,,,,,Zyad AlQasab Company,2015,+9647504451488,66-2231853,,Alqasab2001@yahoo.com,118,,,
Ebdaa AlSalam Co,"
 | General Trading & Contracting |  ",,,iraq,Baghdad,Iraq,+9647801017245,+9647705733077,,info@epddaaalsalam.com,,,,,,,,,,Ebdaa AlSalam Co,2015,+9647801017245,,www.epddaaalsamlam.com ,info@epddaaalsalam.com,74,,,
Ekinciler Co,"
 | General Trading & Contracting |  ",,,English Village No311,Erbil,Iraq,+9647505430332,,tnkaya@gmail.com,,,,,,,,,,,Ekinciler Co,2015,+9647505430332,,,tnkaya@gmail.com,82,,,
Etihad  Diyar AlKheer Co,"
 | General Trading & Contracting |  ",,,iraq,Mosul,Iraq,+9647701625510,,rabea@edk-iq.com	,,,,,,,,,,,Etihad  Diyar AlKheer Co,2015,+9647701625510,,www.edk-iq.com,rabea@edk-iq.com	,72,,,
Fajir Alibdaa,"
 | General Trading & Contracting |  ",,,Hay Alghder,Najaf,Iraq,+9647801180922,,,,,,,,,,,,,Fajir Alibdaa,2015,+9647801180922,,,,70,,,
Future Enterprises Co Ltd ,"
 | General Trading & Contracting |  ",,, Hay Alghder,Najaf,Iraq,+9647801180922 ,+9647901906261,+9647702140148,,futureenterprisesltd@gmail.com ,,,,,,,,,Future Enterprises Co Ltd ,2015,+9647801180922 ,,,futureenterprisesltd@gmail.com ,64,,,
Fakhir AlAgeyal Co,"
 | General Trading & Contracting |  ",,,iraq,Baghdad,Iraq,+9647706800430,+9647811221444,,badra55@yahoo.com ,,,,,,,,,,Fakhir AlAgeyal Co,2015,+9647706800430,,,badra55@yahoo.com ,73,,,
Ganima Group Co,"
 | General Trading & Contracting |  ",,,Ankawa,Erbil,Iraq,+9647702878325,+9647504728001,66-2252919,saif@ghanimagroup.com,,,,,,,,,,Ganima Group Co,2015,+9647702878325,66-2252919,www.ghanimagroup.com ,saif@ghanimagroup.com,84,,,
GCC Co,"
 | General Trading & Contracting |  ",,,AlJazair St,Basra,Iraq,+9647811117374,,infoiraq@gccservices.com,,,,,,,,,,,GCC Co,2015,+9647811117374,,www.gccservices.com,infoiraq@gccservices.com,81,,,
Gara Group,"
 | General Trading & Contracting |  ",,,60 m StNear New City Super Market,Erbil,Iraq,+9647504455544,+9647504561990,,gara_gara2008@yahoo.com,gara_gara2008@hotmail.com	,,,,,,,,,Gara Group,2015,+9647504455544,,www.gara.com,gara_gara2008@yahoo.com,82,,,
AbdulRazzaq  PVC Co,"
 | Aluminium & Glass |  ",,,60m St,Erbil,Iraq,7504467746,7504631551,964  662226638,964  662524167,abdulrazzaqco@hotmail.com,,,,,,,,,AbdulRazzaq  PVC Co,2015,7504467746,964  662226638,,abdulrazzaqco@hotmail.com,409,,,
Ako Co pvc,"
 | Aluminium & Glass |  ",,,100 m StBehind of Car Customs,Erbil,Iraq, 7504960060,7504463672, 964 66-2293765, akop.v.c@hotmail.com-akopvc@yahoo.com,,,,,,,,,,Ako Co pvc,2015, 7504960060, 964 66-2293765,www.akopvc.com, akop.v.c@hotmail.com-akopvc@yahoo.com,533,,,
Altaqdam Co,"
 | Aluminium & Glass |  ",,,Naser Sq,Baghdad,Iraq,964 1-8175264,,,,,,,,,,,,,Altaqdam Co,2015,,964 1-8175264,,,139,,,
Aldaaer Co,"
 | Aluminium & Glass |  ",,,Tunis St,Baghdad,Iraq,7901155872,7708813766,,haidarwaha@yahoo.com,,,,,,,,,,Aldaaer Co,2015,7901155872,,,haidarwaha@yahoo.com,215,,,
Akpa Iraq COPVC ,"
 | Aluminium & Glass |  ",,,SadoonAlNasier Sq,Baghdad,Iraq,7802044312,7708886696,, akpa@akpaltd.com.tr,,,,,,,,,,Akpa Iraq COPVC ,2015,7802044312,,www.akpaltd.com.tr, akpa@akpaltd.com.tr,278,,,
Golden Light Co ,"
 | General Trading & Contracting |  ",,,ErbilKoran St ,Baghdad,Iraq,+9647901909329,+9647706700053,+9647707516355,+9647507315481,1-4228495,1-8169702,jabbar.alaskari@yahoo.com,info@goldenlight-iraq.com,,,,,,Golden Light Co,2015,+9647901909329,1-4228495,www.goldenlight-iraq.com ,jabbar.alaskari@yahoo.com,71,,,
Grohe,"
 | General Trading & Contracting |  ",,,Ankawa,Erbil,Iraq,+9647702999686	,, al-qalamji@grome.com,,,,,,,,,,,Grohe,2015,+9647702999686	,,, al-qalamji@grome.com,83,,,
H G K,"
 | General Trading & Contracting |  ",,,Showroom At Alwathaq Sq Branch Erbil60 m St,Baghdad,Iraq,+9647435520020,+9647435520010,+9647504351104	,66-2529875,saeb.r@hgk-bgd.com,,,,,,,,,H G K ,2015,+9647435520020,66-2529875,www.hgk-er.com,saeb.r@hgk-bgd.com,72,,,
Al  Athraa For Furniture,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,,,,,,,,,,,,,,Al  Athraa For Furniture,2015,,,,,201,,,
Al  Markazia Co For Furniture Trading,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,,markaziaco@yahoo.com,,,,,,,,,,,,Al  Markazia Co For Furniture Trading,2015,,,,markaziaco@yahoo.com,236,,,
Al  Rawabi for furniture,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,,,,,,,,,,,,,,Al  Rawabi for furniture,2015,,,samer_iq@yahoo.com,,191,,,
ALBit Aldomyati Mobilya,"
 | Furniture |  ",,,Shorsh St,Erbil,Iraq,+9647507522181,+9647507532181,,mobiliat_albayataldomyati_hawler@yahoo.com,,,,,,,,,,ALBit Aldomyati Mobilya,2015,+9647507522181,,,mobiliat_albayataldomyati_hawler@yahoo.com,156,,,
AlAaraek for Furniture Trading,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,1-4253391,majidrasha@yahoo.com,,,,,,,,,,,,AlAaraek for Furniture Trading,2015,,1-4253391,,majidrasha@yahoo.com,180,,,
AlAkhlas Co,"
 | Furniture |  ",,,Ashar   AlWaten St,Basra,Iraq,+9647801030003,+9647703111173,,aklasone@yahoo.com,,,,,,,,,,AlAkhlas Co,2015,+9647801030003,,,aklasone@yahoo.com,142,,,
AlAsraa,"
 | Furniture |  ",,,Casino Lebnon St,Basra,Iraq,+9647719800089,+9647817108380,+9647509514672,,Naazaar15@gmail.com,n2015r@yahoo.com,,,,,,,,AlAsraa,2015,+9647719800089,,,Naazaar15@gmail.com,155,,,
ALBatool,"
 | Furniture |  ",,,Casino Lebnon St BesWelfare of the Disabled,Basra,Iraq,+9647713553064,+9647721160141,,,,,,,,,,,,ALBatool,2015,+9647713553064,,,,138,,,
AlBatool Furnatures,"
 | Furniture |  ",,,Casino Lebnon,Basra,Iraq,+9647701318511,+9647710519376,+9647712455419,,,,,,,,,,,AlBatool Furnatures,2015,+9647701318511,,,,118,,,
AlBeet AlJadeed,"
 | Furniture |  ",,,alihtefalat Sq  Near supreme Council,Basra,Iraq,+9647705741866,+9647801397551,+9647801402204,,,,,,,,,,,AlBeet AlJadeed,2015,+9647705741866,,,,129,,,
AlBeet AlSaaed,"
 | Furniture |  ",,,Kut Al Hajaj  near Electrical Station,Basra,Iraq,+9647801285845,,,,,,,,,,,,,AlBeet AlSaaed,2015,+9647801285845,,,,124,,,
AlJawadeen,"
 | Furniture |  ",,,Casino Lebnon  Near Supreme Council,Basra,Iraq,+9647801730081,+9647700678321,,,,,,,,,,,,AlJawadeen,2015,+9647801730081,,,,127,,,
ALKAMAL MODERN TRADE CO,"
 | Furniture |  ",,,iraq,Erbil,Iraq,+9647507371412,+9647504189473,+9647706210090,,alkamal_numberone@yahoo.com,,,,,,,,,ALKAMAL MODERN TRADE CO,2015,+9647507371412,,,alkamal_numberone@yahoo.com,134,,,
AlMustafa,"
 | Furniture |  ",,,Casino Lebnon  near Electrical Station,Basra,Iraq,+9647725554849,,,,,,,,,,,,,AlMustafa,2015,+9647725554849,,,,114,,,
AlQema,"
 | Furniture |  ",,,Maghreb St Neighboring Iraqi Airways,Baghdad,Iraq,+9647901718576,+9647700030409,,,,,,,,,,,,AlQema,2015,+9647901718576,,,,109,,,
AlRaghad Showroom ,"
 | Furniture |  ",,,AlNidal StAlQassir Al Abyad,Baghdad,Iraq,+9647901727350,+9647901895159,1-7174326,,,,,,,,,,,AlRaghad Showroom ,2015,+9647901727350,1-7174326,,,107,,,
AlResom Company for furniture,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,,al_riyadco@yahoo.com,,,,,,,,,,,,AlResom Company for furniture,2015,,,,al_riyadco@yahoo.com,131,,,
AlRwaad Future,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,+9647901352502,+9647902525088,1-7174587,al-rwaad@yahoo.com,,,,,,,,,,AlRwaad Future,2015,+9647901352502,1-7174587,,al-rwaad@yahoo.com,102,,,
AlSaada Gallery ,"
 | Furniture |  ",,,AlAadhamya Aantar  Sqanalog the Municipal board,Baghdad,Iraq,+9647902624448,+9647906750331,,,,,,,,,,,,AlSaada Gallery ,2015,+9647902624448,,,,102,,,
Haive Co ,"
 | General Trading & Contracting |  ",,,Ibrahim Khalel St,Zakho,Iraq,+9647504504935,,haivedohuk@yahoo.com 	,haivedohuk@gmail.com,,,,,,,,,,Haive Co ,2015,+9647504504935,,,haivedohuk@yahoo.com 	,68,,,
Hanari Co,"
 | General Trading & Contracting |  ",,,Near 77 Co,Erbil,Iraq,+9647504454787	,+9647504569555	,,hanari.company@gmail.com 	,,,,,,,,,,Hanari Co,2015,+9647504454787	,,,hanari.company@gmail.com 	,87,,,
Handast Alsrowh Alhandasya,"
 | General Trading & Contracting |  ",,,Hay Alameer,Najaf,Iraq,+9647801269127,,,,,,,,,,,,,Handast Alsrowh Alhandasya,2015,+9647801269127,,,,66,,,
Happy Land,"
 | General Trading & Contracting |  ",,,Ganjan CityMasif Road,Erbil,Iraq,+9647507722202,66-2567163,info@happykaniraq.com,,,,,,,,,,,Happy Land,2015,+9647507722202,66-2567163,,info@happykaniraq.com,83,,,
AlSalasel Co,"
 | Furniture |  ",,,Karada,Baghdad,Iraq,+9647902540657,+9647902314430,+9647901785671,,koka_1955@yahoo.com,,,,,,,,,AlSalasel Co,2015,+9647902540657,,,koka_1955@yahoo.com,108,,,
AlSaqi,"
 | Furniture |  ",,,Mansour 14 Ramadan St,Baghdad,Iraq,+9647903242595,+9647709726662,+9647903536916,,alsaqi2003@hotmail.com,,,,,,,,,AlSaqi,2015,+9647903242595,,www.familygroup.com.tr,alsaqi2003@hotmail.com,106,,,
Hassan Baqy Hassan Co,"
 | General Trading & Contracting |  ",,,industrial zone,Sulaymaniyah,Iraq,+9647701942393,+9647501113187,+9647701551636,,dana_mohamed75@yahoo.com ,,,,,,,,,Hassan Baqy Hassan Co ,2015,+9647701942393,,,dana_mohamed75@yahoo.com ,93,,,
AlSharq East ,"
 | Furniture |  ",,,Palestine StCross Bab Almazam,Baghdad,Iraq,+9647701457961,+9647906450023,+9647813559882,,isam_love2@yahoo.com,isam_love2@hotmail.com,,,,,,,,AlSharq East ,2015,+9647701457961,,,isam_love2@yahoo.com,105,,,
AlSoror,"
 | Furniture |  ",,,Hay AlAladhamya AlRabeea St,Baghdad,Iraq,+9647901369262,,,,,,,,,,,,,AlSoror,2015,+9647901369262,,,,101,,,
AlSundbad,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,+9647818534244,+9647822111391,,,,,,,,,,,,AlSundbad,2015,+9647818534244,,,,108,,,
AlTaaj,"
 | Furniture |  ",,,Alnadhal Street  as opposed to modern paint company,Baghdad,Iraq,+9647901371823,1-8189290,,,,,,,,,,,,AlTaaj,2015,+9647901371823,1-8189290,,,104,,,
AlThameen Design  Decoration,"
 | Furniture |  ",,,Arasat Alhindiya St,Baghdad,Iraq,+9647901652633,1-7762128,1-7762126,h_almosawi2005@yahoo.com,,,,,,,,,,AlThameen Design  Decoration,2015,+9647901652633,1-7762128,,h_almosawi2005@yahoo.com,111,,,
AlThuraya,"
 | Furniture |  ",,,Mansour14 Ramadan,Baghdad,Iraq,+9647711121167,,,,,,,,,,,,,AlThuraya,2015,+9647711121167,,,,103,,,
AlUmaraa,"
 | Furniture |  ",,,AlJazaaer St  14 tamooz Near  Alabaiche Mosque,Basra,Iraq,+9647718785063,+9647801253647,,,,,,,,,,,,AlUmaraa,2015,+9647718785063,,,,109,,,
AlWaleed Company For Furniture,"
 | Furniture |  ",,,Karada KharejKhaled Bin Alwaleed St,Baghdad,Iraq,+9647901361021,+9647702507733,+9647901339896,+9647702593908,,aalwaleed_co@yahoo.com,,,,,,,,AlWaleed Company For Furniture,2015,+9647901361021,,,aalwaleed_co@yahoo.com,260,,,
AlWasan Co,"
 | Furniture |  ",,,Hay AlwyhdhaUkba bin nafea,Baghdad,Iraq,+9647901422971,1-7199412,alwasan1964@yahoo.com,,,,,,,,,,,AlWasan Co,2015,+9647901422971,1-7199412,,alwasan1964@yahoo.com,105,,,
Alyakut Furniture,"
 | Furniture |  ",,,iraq,Baghdad,Iraq,+9647905312281,+9647702729825,+9647905103316,+9647400135264,+9647901422971,,,,,,,,,Alyakut Furniture,2015,+9647905312281,,,,122,,,
AlYasir Gallery,"
 | Furniture |  ",,,Aantar Sqalong the Municipal board,Baghdad,Iraq,+9647709260401,+9647901847306,+9647704504516,,,,,,,,,,,AlYasir Gallery,2015,+9647709260401,,,,102,,,
Havkar Co ,"
 | General Trading & Contracting |  ",,,GeryBasy,Duhok,Iraq,+9647504504966,+9647504504965,,havkar_company@yahoo.com,,,,,,,,,,Havkar Co ,2015,+9647504504966,,www.havkarco.com ,havkar_company@yahoo.com,77,,,
Alzan,"
 | Furniture |  ",,,Karada kahraminah Sq,Baghdad,Iraq,+9647711127387,+9647901716021,1-7185405,,,,,,,,,,,Alzan,2015,+9647711127387,1-7185405,,,97,,,
Hawer Co,"
 | General Trading & Contracting |  ",,,60 mSt,Erbil,Iraq,+9647504614244,66-2223835 			,66-2235555,,,,,,,,,,,Hawer Co,2015,+9647504614244,66-2223835 			,,,89,,,
Heroo Co,"
 | General Trading & Contracting |  ",,,Almas,Kirkuk,Iraq,+9647701511620,+9647701304627,+9647706169963	,,Heroo_company@yahoo.com,mahamadsalhi@yahoo.com,,,,,,,,Heroo Co,2015,+9647701511620,,,Heroo_company@yahoo.com,74,,,
Iman Co ,"
 | General Trading & Contracting |  ",,,Goran St ,Erbil,Iraq,+9647504450988		,+9647701000122,66-2220667 ,,,,,,,,,,,Iman Co,2015,+9647504450988		,66-2220667 ,,,83,,,
Iraq AlFarqadain Co,"
 | General Trading & Contracting |  ",,,KaradaAlHurya Sq,Baghdad,Iraq,+9647903447927,+9647813580450	,+9647706065600,,najahak77@gmail.com ,najahak77@yahoo.com,,,,,,,,Iraq AlFarqadain Co,2015,+9647903447927,,,najahak77@gmail.com ,73,,,
AlZaytoun Gallery ,"
 | Furniture |  ",,,60m St,Erbil,Iraq,+9647504101661,+9647504991661,66-2526905,saman88_omar@yahoo.com,,,,,,,,,,AlZaytoun Gallery ,2015,+9647504101661,66-2526905,,saman88_omar@yahoo.com,141,,,
Amir Furniture,"
 | Furniture |  ",,,40m St,Erbil,Iraq,+9647504336989,+9647504645901,,amirhasan46@yahoo.com,,,,,,,,,,Amir Furniture,2015,+9647504336989,,,amirhasan46@yahoo.com,152,,,
Anadolu Furniture,"
 | Furniture |  ",,,60m St,Erbil,Iraq,+9647507745830,+9647501335852,,,,,,,,,,,,Anadolu Furniture,2015,+9647507745830,,,,140,,,
Andy ,"
 | Furniture |  ",,,Malta St ,Duhok,Iraq,+9647504820114,+9647504833804,62-7819699,,,,,,,,,,,Andy ,2015,+9647504820114,62-7819699,,,105,,,
ANKARA MOBILYA,"
 | Furniture |  ",,,30 mtr Tayrawa  Opp kuwaity Mosque,Erbil,Iraq,+9647505720240,+9647503396644,,,,,,,,,,,,ANKARA MOBILYA,2015,+9647505720240,,,,116,,,
Arabesque,"
 | Furniture |  ",,,AlAabsiea  Behind Saed Hamid Mosque,Basra,Iraq,+9647706106769,,,,,,,,,,,,,Arabesque,2015,+9647706106769,,,,106,,,
Aran Furniture ,"
 | Furniture |  ",,,malik mahmoud St,Sulaymaniyah,Iraq,+9647701543188,+9647701433365,,,,,,,,,,,,Aran Furniture ,2015,+9647701543188,,,,174,,,
Intergrated Services Co,"
 | General Trading & Contracting |  ",,,iraq,Basra,Iraq,+9647705709888,+9647807770906,,info@isc-iraq.com,,,,,,,,,,Intergrated Services Co,2015,+9647705709888,,www.isc-iraq.com 		,info@isc-iraq.com,87,,,
Arge Furniture,"
 | Furniture |  ",,,KirkukRoad near the EMC,Erbil,Iraq,+9647501993935,+9647501993936,,argeebil@hotmail.com,,,,,,,,,,Arge Furniture,2015,+9647501993935,,,argeebil@hotmail.com,127,,,
Arge Furniture,"
 | Furniture |  ",,,KirkukRoad near the EMC,Erbil,Iraq,+9647501993935,+9647501993936,,argeebil@hotmail.com,,,,,,,,,,Arge Furniture,2015,+9647501993935,,www.argemobileya.com,argeebil@hotmail.com,110,,,
Ithad Alikhwan,"
 | General Trading & Contracting |  ",,,Alameer,Najaf,Iraq,+9647801153526,,,,,,,,,,,,,Ithad Alikhwan,2015,+9647801153526,,,,64,,,
Arido ,"
 | Furniture |  ",,,Almansour ,Baghdad,Iraq,+9647901301394,,alaaaridu@yahoo.com,,,,,,,,,,,Arido ,2015,+9647901301394,,,alaaaridu@yahoo.com,92,,,
Armoni,"
 | Furniture |  ",,,60  m St,Erbil,Iraq,+9647504414445,66-2575435,66-2540504,,,,,,,,,,,Armoni,2015,+9647504414445,66-2575435,,,115,,,
Artem Furniture Co,"
 | Furniture |  ",,,Shoresh St,Erbil,Iraq,+9647504503143,+9647503088989,,info@artem.com.tr,erbil@artem.com.tr,,,,,,,,,Artem Furniture Co,2015,+9647504503143,,www.artem.com.tr,info@artem.com.tr,143,,,
Jabal Amel Alalamia,"
 | General Trading & Contracting |  ",,,Hay Almulemen,Najaf,Iraq,+9647801240530,,,,,,,,,,,,,Jabal Amel Alalamia,2015,+9647801240530,,,,64,,,
Jawhart AlManar Co,"
 | General Trading & Contracting |  ",,,Sinak St,Baghdad,Iraq,+9647901351079,+9647400500161	,1-8154299,info@jawherat-almanar.com,,,,,,,,,,Jawhart AlManar Co,2015,+9647901351079,1-8154299,www.j.almanar@yahoo.com 	,info@jawherat-almanar.com,74,,,
Jadawel AlFuat Co,"
 | General Trading & Contracting |  ",,,Almansour,Baghdad,Iraq,+9647801742271,+9647901790614,1-541986,mhsen.salem@yahoo.com ,,,,,,,,,,Jadawel AlFuat Co,2015,+9647801742271,1-541986,,mhsen.salem@yahoo.com ,71,,,
Jenan Alkherat Co,"
 | General Trading & Contracting |  ",,,iraq,Baghdad,Iraq,+9647801022705,+9647705557310,,khaldoonasw@yahoo.com,,,,,,,,,,Jenan Alkherat Co,2015,+9647801022705,,,khaldoonasw@yahoo.com,74,,,
Jannat AlFirdous Co ,"
 | General Trading & Contracting |  ",,,AlHarithiya,Baghdad,Iraq,+9647504457587,,d.s.jaff@northbankiq.com ,dawoodjaff@yahoo.com,,,,,,,,,,Jannat AlFirdous Co ,2015,+9647504457587,,,d.s.jaff@northbankiq.com ,69,,,
Khaleeg Office,"
 | General Trading & Contracting |  ",,,AlMansour,Baghdad,Iraq,+9647709246213 ,+9647902682582,,,,,,,,,,,,Khaleeg Office ,2015,+9647709246213 ,,,,72,,,
Kalimat Nainawa Co,"
 | General Trading & Contracting |  ",,,iraq,Mosul,Iraq,+9647901385662,+9647701603609	,,albaiatti@yahoo.com 	,,,,,,,,,,Kalimat Nainawa Co,2015,+9647901385662,,,albaiatti@yahoo.com 	,72,,,
Loloat al Benaa Co,"
 | General Trading & Contracting |  ",,,Almagirb St,Baghdad,Iraq,+9647901347667,1-4257563,samer_wheed@yahoo.com,,,,,,,,,,,Loloat al Benaa Co,2015,+9647901347667,1-4257563,,samer_wheed@yahoo.com,73,,,
Mhammed Abdullah  Khoory  Co,"
 | General Trading & Contracting |  ",,,Makhmur St,Erbil,Iraq,+9647504536524,66-2296737,dana@mahykhoory.com	,,,,,,,,,,,Mhammed Abdullah  Khoory  Co,2015,+9647504536524,66-2296737,www.mahykhoory.com,dana@mahykhoory.com	,80,,,
Madenat Alrawdhaten,"
 | General Trading & Contracting |  ",,,Hay Alghder,Najaf,Iraq,+9647810010050,,,,,,,,,,,,,Madenat Alrawdhaten,2015,+9647810010050,,,,62,,,
Majd Wasit Co,"
 | General Trading & Contracting |  ",,,Karada,Baghdad,Iraq,+9647812203330,+9647713768000,+9647704446676,,info@majdwasit.com ,,,,,,,,,Majd Wasit Co,2015,+9647812203330,,www.majdwasit.com,info@majdwasit.com ,73,,,
Mas  Alnajaf,"
 | General Trading & Contracting |  ",,,Hay Alameer,Najaf,Iraq,+9647811113122,,,,,,,,,,,,,Mas  Alnajaf,2015,+9647811113122,,,,62,,,
MEGA ,"
 | General Trading & Contracting |  ",,,Arasat Kirkuk ,Baghdad,Iraq,+9647711109581,+9647701266563,,mega@megaexporter.com,alaanassurila@yahoo.com,,,,,,,,,MEGA ,2015,+9647711109581,,www.megaexporter.com 	,mega@megaexporter.com,102,,,
Mir Mazn Co,"
 | General Trading & Contracting |  ",,,100 m St,Erbil,Iraq,+9647504295008,+9647504296008	,+9647504753009,+9647504457355,,mir_mazn@yahoo.com	,,,,,,,,Mir Mazn Co,2015,+9647504295008,,www.mirmazn.com 	,mir_mazn@yahoo.com	,79,,,
Modern  Technical Group ,"
 | General Trading & Contracting |  ",,,Baghdad   Erbil,Baghdad,Iraq,+9647906838689	,,m.t.group@yahoo.com ,,,,,,,,,,,Modern  Technical Group ,2015,+9647906838689	,,,m.t.group@yahoo.com ,68,,,
Manajim AlThahab Co,"
 | General Trading & Contracting |  ",,,Jazair St,Basra,Iraq,+9647801007230,+9647704925301,,info@manajimalthahab.com,,,,,,,,,,Manajim AlThahab Co,2015,+9647801007230,,www.manajimalthahab.com,info@manajimalthahab.com,81,,,
Mahmoud Youssife  AlRafaae,"
 | General Trading & Contracting |  ",,,iraq,Erbil,Iraq,+9647507357561,,yasmin_refai@yahoo.com,,,,,,,,,,,Mahmoud Youssife  AlRafaae,2015,+9647507357561,,,yasmin_refai@yahoo.com,83,,,
Mada Tech Co,"
 | General Trading & Contracting |  ",,,iraq,Basra,Iraq,+9647801082776,,a_aldahar@yahoo.com,,,,,,,,,,,Mada Tech Co,2015,+9647801082776,,,a_aldahar@yahoo.com,80,,,
Nawzad Ahmed  Alaaden Co ,"
 | General Trading & Contracting |  ",,,iraq,Erbil,Iraq,+9647504452822,+9647504455848,,nco2010@yahoo.com,Nco2011@hotmail.com,,,,,,,,,Nawzad Ahmed  Alaaden Co ,2015,+9647504452822,,,nco2010@yahoo.com,177,,,
